opportunity_id,created_at,owner_email,region,industry,customer_segment,product_line,sales_stage,estimated_value,days_in_pipeline,engagement_score,meetings_count,competitor_present,discount_pct,proposal_sent,notes,outcome,actual_revenue,close_reason
OPP-02909,2025-11-07T10:21:00,analyst02@example.com,Midwest,retail,Mid-Market,security,qualification,15845.98,140,83,9,False,0.101,False,Stakeholders are interested but the business case is still being refined.,won,16040.96,Good product fit and timely stakeholder engagement.
OPP-01341,2025-03-11T10:51:00,analyst30@example.com,Midwest,manufacturing,Mid-Market,data_platform,proposal,24250.03,85,35,2,True,0.035,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00439,2025-08-29T19:37:00,analyst40@example.com,Northeast,retail,Mid-Market,data_platform,negotiation,26943.93,114,58,5,False,0.096,True,Stakeholders are interested but the business case is still being refined.,won,27679.06,Strong executive sponsorship and clear ROI case.
OPP-01731,2025-04-19T14:47:00,analyst21@example.com,Midwest,financial_services,Mid-Market,data_platform,discovery,33798.9,36,37,5,True,0.01,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01554,2025-07-03T21:14:00,analyst15@example.com,Midwest,retail,Enterprise,data_platform,proposal,30837.16,103,15,4,True,0.069,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00857,2025-03-24T06:18:00,analyst02@example.com,West,manufacturing,Mid-Market,analytics,qualification,19641.34,154,71,0,True,0.049,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02873,2026-02-07T11:35:00,analyst23@example.com,West,technology,Enterprise,security,qualification,35908.68,38,46,10,False,0.003,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00167,2025-12-17T02:20:00,analyst53@example.com,Midwest,financial_services,Enterprise,security,proposal,75921.56,72,99,4,True,0.027,True,Customer is still comparing alternatives and gathering internal feedback.,won,70579.65,Successful technical evaluation with approved budget.
OPP-00060,2025-03-10T05:18:00,analyst03@example.com,South,retail,Mid-Market,automation,discovery,54389.64,29,55,6,True,0.071,False,Stakeholders are interested but the business case is still being refined. Primary contact: buyer060@example.com.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00612,2025-03-19T06:10:00,analyst42@example.com,West,manufacturing,SMB,analytics,qualification,31364.46,45,66,8,True,0.21,False,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00531,2025-07-01T10:50:00,analyst18@example.com,West,healthcare,Mid-Market,analytics,qualification,56267.37,148,34,1,False,0.04,False,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01721,2026-01-28T21:03:00,analyst11@example.com,Northeast,retail,SMB,data_platform,discovery,15963.2,164,36,8,False,0.234,True,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: buyer033@example.com.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00050,2025-10-16T13:12:00,analyst50@example.com,Midwest,retail,Mid-Market,security,negotiation,15724.48,128,28,3,True,0.101,True,The customer delayed the project and has not confirmed a decision timeline. Primary contact: buyer050@example.com.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02749,2026-01-18T05:34:00,analyst13@example.com,South,retail,SMB,automation,qualification,5692.81,139,50,5,False,0.274,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02959,2025-02-11T17:57:00,analyst52@example.com,West,retail,Mid-Market,data_platform,proposal,7993.36,69,29,10,False,0.04,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00859,2025-08-09T07:38:00,analyst04@example.com,West,manufacturing,Enterprise,security,discovery,28752.46,94,41,5,False,0.1,True,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: buyer015@example.com.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01704,2025-10-01T10:08:00,analyst51@example.com,Midwest,financial_services,SMB,data_platform,discovery,25348.8,41,40,9,True,0.264,False,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00049,2026-03-05T04:33:00,analyst49@example.com,South,manufacturing,SMB,automation,qualification,34178.77,154,33,3,True,0.071,True,A strong competitor is already deployed and switching costs are a concern. Primary contact: buyer049@example.com.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00720,2025-09-02T04:47:00,analyst36@example.com,South,financial_services,Enterprise,security,qualification,25347.71,133,84,0,False,0.161,True,Technical evaluation is progressing well and the customer requested implementation details.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01810,2025-02-22T02:03:00,analyst43@example.com,South,technology,SMB,analytics,qualification,37124.14,40,99,0,True,0.076,False,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02165,2025-02-28T00:09:00,analyst56@example.com,West,financial_services,SMB,data_platform,discovery,28340.88,149,67,6,False,0.017,False,The opportunity remains active but timing depends on the next planning cycle. Primary contact: buyer055@example.com.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02252,2025-12-22T05:37:00,analyst29@example.com,West,healthcare,Mid-Market,data_platform,proposal,39626.77,109,86,1,True,0.065,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01780,2025-07-16T17:33:00,analyst13@example.com,Midwest,financial_services,SMB,analytics,discovery,53030.88,58,71,5,False,0.043,False,The opportunity remains active but timing depends on the next planning cycle. Primary contact: buyer092@example.com.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00633,2025-10-27T10:52:00,analyst06@example.com,Midwest,healthcare,Enterprise,security,proposal,17075.9,63,73,5,True,0.19,True,Customer is still comparing alternatives and gathering internal feedback. Primary contact: buyer000@example.com.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02188,2025-06-16T17:38:00,analyst22@example.com,West,healthcare,SMB,security,qualification,19784.88,76,15,9,False,0.201,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02133,2025-12-01T13:25:00,analyst24@example.com,Northeast,retail,Mid-Market,analytics,discovery,14193.09,114,61,9,True,0.188,True,Budget is uncertain and the main decision maker has not joined recent meetings.,won,13450.41,Successful technical evaluation with approved budget.
OPP-01962,2025-09-25T00:14:00,analyst24@example.com,West,manufacturing,Enterprise,automation,negotiation,13490.0,169,91,7,False,0.227,True,Budget is approved and procurement has provided a target decision date.,won,13498.15,Successful technical evaluation with approved budget.
OPP-01296,2025-04-04T22:19:00,analyst42@example.com,Northeast,financial_services,SMB,security,proposal,53812.14,98,33,8,True,0.11,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00026,2025-04-22T14:27:00,analyst26@example.com,West,healthcare,Mid-Market,data_platform,proposal,30288.65,75,71,1,False,0.066,True,Customer is still comparing alternatives and gathering internal feedback. Primary contact: buyer026@example.com.,won,29141.74,Strong executive sponsorship and clear ROI case.
OPP-01821,2026-01-16T09:16:00,analyst54@example.com,Midwest,technology,Mid-Market,data_platform,negotiation,44328.8,83,49,6,False,0.042,True,Discovery is ongoing and the team requested additional product information.,won,42502.84,Good product fit and timely stakeholder engagement.
OPP-00220,2025-07-20T23:46:00,analyst49@example.com,Midwest,manufacturing,Enterprise,security,qualification,29377.14,57,55,6,True,0.043,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01293,2025-03-12T08:54:00,analyst39@example.com,Northeast,healthcare,SMB,analytics,discovery,22429.28,176,46,6,True,0.032,False,The customer delayed the project and has not confirmed a decision timeline. Primary contact: buyer027@example.com.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00277,2025-12-19T09:17:00,analyst49@example.com,West,technology,Mid-Market,automation,discovery,49877.43,139,53,2,True,0.22,False,Engagement has slowed and the proposal has not received internal sponsorship.,won,46930.84,Strong executive sponsorship and clear ROI case.
OPP-02163,2025-12-11T03:55:00,analyst54@example.com,Midwest,financial_services,SMB,data_platform,proposal,20439.62,148,69,6,True,0.171,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01256,2025-02-05T15:05:00,analyst02@example.com,South,manufacturing,Enterprise,analytics,negotiation,35116.6,168,21,4,True,0.043,True,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: buyer201@example.com.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01392,2026-03-04T16:10:00,analyst24@example.com,South,manufacturing,SMB,data_platform,discovery,38943.37,119,25,9,False,0.06,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01000,2025-02-25T00:31:00,analyst31@example.com,West,healthcare,Enterprise,security,proposal,41144.14,116,31,3,True,0.05,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01018,2025-08-26T11:40:00,analyst49@example.com,South,financial_services,SMB,analytics,discovery,11084.6,173,52,7,False,0.072,False,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02568,2025-07-20T21:13:00,analyst03@example.com,West,retail,SMB,analytics,negotiation,24613.08,44,56,4,False,0.22,True,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00362,2025-08-29T05:09:00,analyst20@example.com,Northeast,healthcare,Mid-Market,analytics,discovery,261438.04,87,34,0,True,0.233,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02465,2025-09-25T03:49:00,analyst14@example.com,South,retail,Mid-Market,analytics,discovery,24043.8,52,48,4,False,0.171,False,Discovery is ongoing and the team requested additional product information.,won,24035.04,Successful technical evaluation with approved budget.
OPP-01869,2025-10-07T21:37:00,analyst45@example.com,West,manufacturing,SMB,automation,qualification,31059.29,55,24,0,False,0.026,True,Engagement has slowed and the proposal has not received internal sponsorship.,won,31396.23,Good product fit and timely stakeholder engagement.
OPP-01685,2025-01-16T20:46:00,analyst32@example.com,West,healthcare,SMB,data_platform,qualification,54445.71,36,61,2,True,0.255,True,Stakeholders are interested but the business case is still being refined.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02340,2026-03-07T08:24:00,analyst03@example.com,South,manufacturing,SMB,data_platform,discovery,39353.65,14,57,10,False,0.059,True,  The opportunity remains active but timing depends on the next planning cycle.  ,won,38467.53,Strong executive sponsorship and clear ROI case.
OPP-01054,2025-06-18T08:08:00,analyst28@example.com,West,healthcare,Mid-Market,security,qualification,39027.87,136,68,2,True,0.106,True,The customer delayed the project and has not confirmed a decision timeline.,won,36007.11,Successful technical evaluation with approved budget.
OPP-01850,2025-06-06T23:14:00,analyst26@example.com,South,financial_services,Mid-Market,data_platform,qualification,26363.77,42,98,0,False,0.025,True,Budget is approved and procurement has provided a target decision date.,won,25789.16,Strong executive sponsorship and clear ROI case.
OPP-01125,2025-11-06T16:01:00,analyst42@example.com,West,financial_services,Mid-Market,analytics,qualification,29164.83,121,98,8,True,0.081,True,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: buyer070@example.com.,won,28256.72,Strong executive sponsorship and clear ROI case.
OPP-01861,2025-07-05T23:19:00,analyst37@example.com,South,manufacturing,SMB,security,proposal,20215.8,49,73,2,False,0.245,True,Decision makers attended the latest meeting and asked for a final proposal.,won,18633.89,Good product fit and timely stakeholder engagement.
OPP-01928,2025-08-07T04:48:00,analyst47@example.com,Northeast,manufacturing,Mid-Market,automation,negotiation,49307.33,116,56,0,True,0.136,True,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: buyer029@example.com.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02635,2025-01-26T04:39:00,analyst13@example.com,West,technology,Mid-Market,security,discovery,100870.37,118,73,2,True,0.04,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01712,2025-09-21T19:46:00,analyst02@example.com,Northeast,technology,SMB,analytics,proposal,27968.81,43,31,9,True,0.075,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00298,2025-07-08T09:02:00,analyst13@example.com,Midwest,healthcare,Mid-Market,analytics,proposal,57038.36,114,100,5,True,0.219,True,Budget is uncertain and the main decision maker has not joined recent meetings.,won,58724.15,Successful technical evaluation with approved budget.
OPP-01196,2025-09-20T21:50:00,analyst56@example.com,South,financial_services,SMB,automation,negotiation,15479.03,106,80,4,True,0.118,True,A strong competitor is already deployed and switching costs are a concern. Primary contact: buyer141@example.com.,won,14293.71,Successful technical evaluation with approved budget.
OPP-00938,2026-01-16T15:02:00,analyst26@example.com,West,technology,SMB,data_platform,negotiation,7494.23,6,38,3,True,0.268,True,A strong competitor is already deployed and switching costs are a concern. Primary contact: buyer094@example.com.,won,7542.38,Good product fit and timely stakeholder engagement.
OPP-00241,2025-07-01T14:55:00,analyst13@example.com,West,healthcare,Mid-Market,security,negotiation,22946.34,89,25,2,True,0.217,True,The customer delayed the project and has not confirmed a decision timeline.,won,21418.48,Strong executive sponsorship and clear ROI case.
OPP-02235,2025-12-25T14:02:00,analyst12@example.com,Northeast,technology,Enterprise,analytics,proposal,57857.28,19,97,8,True,0.199,True,Discovery is ongoing and the team requested additional product information.,won,55110.0,Successful technical evaluation with approved budget.
OPP-00959,2025-04-01T04:53:00,analyst47@example.com,Northeast,technology,Enterprise,security,negotiation,18156.75,84,38,5,True,0.237,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00583,2025-09-25T18:35:00,analyst13@example.com,South,financial_services,Mid-Market,security,discovery,10488.2,45,23,5,False,0.247,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01191,2025-07-16T07:07:00,analyst51@example.com,South,technology,Enterprise,data_platform,proposal,29024.38,49,20,5,False,0.151,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01214,2025-11-06T15:05:00,analyst17@example.com,Midwest,manufacturing,SMB,security,proposal,10774.82,37,90,2,False,0.081,True,Technical evaluation is progressing well and the customer requested implementation details.,won,10875.13,Strong executive sponsorship and clear ROI case.
OPP-01346,2025-07-05T08:02:00,analyst35@example.com,Northeast,financial_services,Mid-Market,data_platform,negotiation,11258.86,42,56,5,True,0.226,True,Discovery is ongoing and the team requested additional product information.,won,11137.59,Strong executive sponsorship and clear ROI case.
OPP-01398,2025-11-08T02:18:00,analyst30@example.com,Northeast,manufacturing,Mid-Market,security,qualification,12008.17,96,55,1,False,0.218,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02993,2025-05-28T10:56:00,analyst29@example.com,South,technology,Enterprise,security,proposal,15780.97,149,70,3,True,0.103,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00351,2025-10-24T04:24:00,analyst09@example.com,Northeast,manufacturing,Enterprise,security,discovery,63619.87,70,53,1,False,0.212,False,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02751,2025-02-24T05:01:00,analyst15@example.com,Northeast,financial_services,Mid-Market,data_platform,proposal,35776.25,49,73,4,False,0.192,True,Executive sponsor is engaged and the buying team confirmed a clear business need. Primary contact: buyer008@example.com.,won,33629.09,Strong executive sponsorship and clear ROI case.
OPP-01231,2025-11-13T13:58:00,analyst34@example.com,Northeast,manufacturing,Enterprise,security,discovery,7784.02,99,43,3,True,0.163,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00350,2025-09-22T13:21:00,analyst08@example.com,South,healthcare,Enterprise,automation,discovery,120553.34,10,97,9,True,0.207,False,Discovery is ongoing and the team requested additional product information.,won,115010.24,Successful technical evaluation with approved budget.
OPP-02060,2025-05-26T21:26:00,analyst08@example.com,West,financial_services,SMB,analytics,proposal,17449.49,100,68,9,True,0.005,True,The customer delayed the project and has not confirmed a decision timeline.,won,17755.42,Strong executive sponsorship and clear ROI case.
OPP-02839,2025-02-04T18:45:00,analyst46@example.com,West,technology,SMB,analytics,proposal,12844.06,98,76,4,True,0.274,True,A strong competitor is already deployed and switching costs are a concern. Primary contact: buyer096@example.com.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00644,2025-12-03T20:38:00,analyst17@example.com,South,financial_services,SMB,automation,proposal,8027.15,29,66,4,False,0.029,True,Discovery is ongoing and the team requested additional product information.,won,7675.15,Successful technical evaluation with approved budget.
OPP-01062,2025-08-25T19:37:00,analyst36@example.com,South,manufacturing,Enterprise,automation,negotiation,41216.58,157,51,0,True,0.249,True,The customer delayed the project and has not confirmed a decision timeline.,won,40172.02,Strong executive sponsorship and clear ROI case.
OPP-00945,2026-03-01T03:53:00,analyst33@example.com,Northeast,manufacturing,Mid-Market,automation,proposal,53304.32,158,26,6,False,0.228,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01158,2025-05-03T19:17:00,analyst18@example.com,South,financial_services,SMB,security,qualification,65041.88,10,79,8,False,0.213,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00658,2025-08-05T00:32:00,analyst31@example.com,Midwest,manufacturing,Mid-Market,automation,proposal,27546.45,117,61,2,False,0.09,True,The opportunity remains active but timing depends on the next planning cycle.,won,27289.0,Good product fit and timely stakeholder engagement.
OPP-01930,2026-01-08T14:43:00,analyst49@example.com,South,retail,SMB,analytics,negotiation,18427.12,73,33,7,True,0.031,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01179,2025-11-27T12:29:00,analyst39@example.com,Midwest,financial_services,Mid-Market,analytics,proposal,9862.41,81,21,2,False,0.076,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02831,2025-01-07T22:14:00,analyst38@example.com,Northeast,retail,Enterprise,security,proposal,26740.43,70,97,4,True,0.271,True,Stakeholders are interested but the business case is still being refined.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02473,2025-10-25T04:01:00,analyst22@example.com,Midwest,retail,Enterprise,automation,proposal,18782.68,27,48,2,False,0.06,True,Discovery is ongoing and the team requested additional product information.,won,17577.34,Good product fit and timely stakeholder engagement.
OPP-00648,2026-01-22T21:37:00,analyst21@example.com,Northeast,manufacturing,SMB,automation,qualification,74434.93,55,60,8,False,0.042,False,The opportunity remains active but timing depends on the next planning cycle.,won,76235.36,Good product fit and timely stakeholder engagement.
OPP-01115,2025-10-19T18:35:00,analyst32@example.com,Midwest,financial_services,Mid-Market,automation,qualification,17987.48,27,90,3,True,0.002,True,Stakeholders are interested but the business case is still being refined.,won,17339.88,Successful technical evaluation with approved budget.
OPP-02734,2025-09-10T14:38:00,analyst55@example.com,Midwest,technology,SMB,analytics,qualification,56103.1,46,55,7,False,0.037,True,Customer is still comparing alternatives and gathering internal feedback. Primary contact: buyer202@example.com.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01714,2025-04-03T06:32:00,analyst04@example.com,Northeast,financial_services,SMB,analytics,qualification,31564.8,91,40,7,True,0.28,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01107,2025-03-10T20:17:00,analyst24@example.com,West,technology,SMB,automation,qualification,31301.42,141,49,5,False,0.076,True,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00539,2026-01-18T16:00:00,analyst26@example.com,Northeast,manufacturing,SMB,data_platform,qualification,47903.04,118,20,5,False,0.131,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02115,2025-07-25T05:56:00,analyst06@example.com,South,technology,Mid-Market,analytics,qualification,14491.56,83,89,0,True,0.265,False,Discovery is ongoing and the team requested additional product information.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02965,2025-07-17T04:56:00,analyst01@example.com,West,healthcare,Enterprise,data_platform,qualification,17900.98,77,87,6,True,0.169,False,Stakeholders are interested but the business case is still being refined. Primary contact: buyer011@example.com.,won,16743.07,Successful technical evaluation with approved budget.
OPP-02381,2025-11-15T19:10:00,analyst44@example.com,Midwest,manufacturing,Enterprise,data_platform,proposal,46202.8,54,53,5,False,0.042,True,Stakeholders are interested but the business case is still being refined.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01545,2025-06-17T13:18:00,analyst06@example.com,Midwest,technology,SMB,analytics,qualification,23118.57,132,86,5,True,0.049,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02723,2025-04-06T13:32:00,analyst44@example.com,Midwest,manufacturing,SMB,security,qualification,20036.77,167,81,3,False,0.229,True,Decision makers attended the latest meeting and asked for a final proposal.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01118,2025-02-03T02:28:00,analyst35@example.com,Midwest,healthcare,SMB,automation,discovery,24912.78,104,81,5,True,0.118,False,A strong competitor is already deployed and switching costs are a concern.,won,23720.83,Good product fit and timely stakeholder engagement.
OPP-00802,2025-12-30T06:59:00,analyst04@example.com,South,financial_services,SMB,data_platform,proposal,15068.18,147,82,0,True,0.205,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00787,2026-02-16T21:51:00,analyst46@example.com,South,retail,Enterprise,analytics,qualification,49420.12,92,15,7,True,0.03,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02700,2025-12-18T18:43:00,analyst21@example.com,South,financial_services,Mid-Market,security,discovery,8484.36,90,20,6,False,0.054,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00141,2025-06-20T19:57:00,analyst27@example.com,Northeast,retail,SMB,automation,discovery,8973.78,38,98,4,True,0.261,True,Discovery is ongoing and the team requested additional product information. Primary contact: buyer141@example.com.,won,8557.45,Good product fit and timely stakeholder engagement.
OPP-00789,2025-11-24T21:28:00,analyst48@example.com,South,retail,Enterprise,automation,discovery,33213.46,31,85,7,False,0.062,True,Decision makers attended the latest meeting and asked for a final proposal. Primary contact: buyer156@example.com.,won,32905.64,Successful technical evaluation with approved budget.
OPP-01555,2026-01-18T10:26:00,analyst16@example.com,West,financial_services,SMB,security,qualification,15947.06,17,49,5,False,0.174,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01026,2025-07-11T02:39:00,analyst00@example.com,Midwest,retail,Mid-Market,security,discovery,23773.81,106,90,1,False,0.063,False,The opportunity remains active but timing depends on the next planning cycle.,won,23947.96,Good product fit and timely stakeholder engagement.
OPP-02029,2025-08-27T13:15:00,analyst34@example.com,South,retail,Mid-Market,analytics,discovery,11795.05,113,58,10,True,0.262,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00715,2026-02-27T12:20:00,analyst31@example.com,Midwest,technology,Enterprise,data_platform,qualification,13181.79,57,30,10,False,0.191,True,Budget is uncertain and the main decision maker has not joined recent meetings.,won,13388.44,Successful technical evaluation with approved budget.
OPP-00804,2025-09-16T14:24:00,analyst06@example.com,South,retail,Mid-Market,automation,discovery,50182.41,59,28,4,False,0.071,False,Engagement has slowed and the proposal has not received internal sponsorship.,won,48319.98,Good product fit and timely stakeholder engagement.
OPP-01322,2025-03-08T04:45:00,analyst11@example.com,South,financial_services,Enterprise,security,discovery,35801.97,49,42,4,False,0.232,False,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01548,2025-08-22T12:26:00,analyst09@example.com,Northeast,financial_services,SMB,automation,negotiation,155674.68,106,88,10,False,0.106,True,Decision makers attended the latest meeting and asked for a final proposal.,won,157561.94,Strong executive sponsorship and clear ROI case.
OPP-00124,2025-10-05T13:46:00,analyst10@example.com,West,technology,SMB,data_platform,proposal,48530.93,103,16,4,True,0.218,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01290,2025-11-22T20:30:00,analyst36@example.com,West,financial_services,SMB,analytics,qualification,46617.9,80,52,7,True,0.19,True,Stakeholders are interested but the business case is still being refined.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02246,2025-01-19T15:55:00,analyst23@example.com,West,financial_services,Mid-Market,analytics,qualification,15948.19,35,70,8,True,0.035,True,Stakeholders are interested but the business case is still being refined.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02447,2025-07-31T11:21:00,analyst53@example.com,West,manufacturing,Enterprise,security,proposal,50931.15,120,38,5,True,0.166,True,The customer delayed the project and has not confirmed a decision timeline. Primary contact: buyer126@example.com.,won,50727.9,Successful technical evaluation with approved budget.
OPP-00619,2025-08-11T05:44:00,analyst49@example.com,South,healthcare,SMB,security,discovery,26100.14,75,91,0,False,0.041,False,The opportunity remains active but timing depends on the next planning cycle.,won,24466.62,Good product fit and timely stakeholder engagement.
OPP-00407,2025-06-25T04:55:00,analyst08@example.com,Midwest,technology,Enterprise,automation,qualification,42110.95,146,46,2,True,0.049,True,Budget is uncertain and the main decision maker has not joined recent meetings.,won,40155.23,Strong executive sponsorship and clear ROI case.
OPP-02859,2025-03-11T22:41:00,analyst09@example.com,West,retail,Mid-Market,analytics,qualification,19463.09,51,82,5,True,0.087,True,Stakeholders are interested but the business case is still being refined. Primary contact: buyer116@example.com.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01339,2025-02-06T15:42:00,analyst28@example.com,South,retail,Mid-Market,automation,discovery,60062.55,51,33,9,True,0.18,False,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: buyer073@example.com.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01079,2026-02-06T21:55:00,analyst53@example.com,Midwest,healthcare,Mid-Market,analytics,qualification,48983.94,80,39,2,True,0.111,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01601,2025-04-05T22:04:00,analyst05@example.com,West,healthcare,Enterprise,security,proposal,34312.86,17,32,6,False,0.106,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02180,2025-12-17T18:41:00,analyst14@example.com,South,retail,SMB,data_platform,proposal,15143.77,120,34,0,False,0.139,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00498,2025-01-08T13:33:00,analyst42@example.com,Northeast,technology,Enterprise,security,discovery,40696.85,94,68,7,True,0.193,True,The opportunity remains active but timing depends on the next planning cycle.,won,39183.14,Good product fit and timely stakeholder engagement.
