opportunity_id,created_at,owner_email,region,industry,customer_segment,product_line,sales_stage,estimated_value,days_in_pipeline,engagement_score,meetings_count,competitor_present,discount_pct,proposal_sent,notes,outcome,actual_revenue,close_reason
OPP-00366,2025-11-06 17:54:00,[REDACTED_EMAIL],Northeast,healthcare,Mid-Market,analytics,negotiation,27403.37,37,53,3,False,0.083,True,Customer is still comparing alternatives and gathering internal feedback.,won,25535.54,Good product fit and timely stakeholder engagement.
OPP-00595,2025-08-24 01:51:00,[REDACTED_EMAIL],South,healthcare,Mid-Market,data_platform,qualification,44029.66,124,48,0,False,0.145,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02449,2025-10-24 01:25:00,[REDACTED_EMAIL],South,financial_services,SMB,analytics,qualification,39150.51,99,87,3,True,0.201,True,A strong competitor is already deployed and switching costs are a concern. Primary contact: [REDACTED_EMAIL].,won,37876.23,Strong executive sponsorship and clear ROI case.
OPP-01950,2025-10-21 04:08:00,[REDACTED_EMAIL],Northeast,manufacturing,SMB,security,discovery,10792.13,96,31,8,False,0.164,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02743,2025-08-18 15:44:00,[REDACTED_EMAIL],Northeast,healthcare,SMB,automation,qualification,121356.25,64,81,2,False,0.141,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00890,2025-10-16 13:35:00,[REDACTED_EMAIL],Northeast,healthcare,SMB,data_platform,discovery,17367.11,52,65,10,True,0.074,False,Discovery is ongoing and the team requested additional product information.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00408,2025-04-19 12:23:00,[REDACTED_EMAIL],Midwest,healthcare,Mid-Market,security,negotiation,15592.65,100,55,9,True,0.178,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02556,2025-06-13 17:45:00,[REDACTED_EMAIL],Northeast,technology,SMB,data_platform,qualification,43485.25,20,82,6,False,0.007,False,The opportunity remains active but timing depends on the next planning cycle.,won,43091.19,Good product fit and timely stakeholder engagement.
OPP-00950,2025-07-25 11:38:00,[REDACTED_EMAIL],West,manufacturing,Enterprise,analytics,proposal,17978.48,26,99,9,False,0.106,True,Budget is approved and procurement has provided a target decision date.,won,17964.42,Strong executive sponsorship and clear ROI case.
OPP-00692,2025-03-05 23:11:00,[REDACTED_EMAIL],Midwest,manufacturing,SMB,data_platform,discovery,18152.46,34,17,2,False,0.03,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01957,2025-02-18 21:14:00,[REDACTED_EMAIL],South,financial_services,SMB,data_platform,proposal,15186.32,89,71,8,False,0.117,True,The opportunity remains active but timing depends on the next planning cycle.,won,14238.38,Good product fit and timely stakeholder engagement.
OPP-02413,2025-10-20 00:26:00,[REDACTED_EMAIL],South,healthcare,SMB,data_platform,negotiation,29527.92,113,80,8,True,0.203,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01462,2025-08-07 04:05:00,[REDACTED_EMAIL],Midwest,technology,Enterprise,security,proposal,22010.2,141,78,0,False,0.268,True,Executive sponsor is engaged and the buying team confirmed a clear business need.,won,22417.16,Strong executive sponsorship and clear ROI case.
OPP-00008,2025-09-30 05:59:00,[REDACTED_EMAIL],Northeast,retail,Enterprise,automation,qualification,26477.94,72,82,9,True,0.059,False,Discovery is ongoing and the team requested additional product information.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00818,2025-08-03 17:33:00,[REDACTED_EMAIL],Midwest,manufacturing,SMB,automation,qualification,31609.21,133,54,9,False,0.273,True,Discovery is ongoing and the team requested additional product information. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02412,2025-07-17 04:07:00,[REDACTED_EMAIL],Midwest,financial_services,Enterprise,security,qualification,29120.08,171,49,3,True,0.23,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02297,2025-02-12 12:18:00,[REDACTED_EMAIL],Midwest,manufacturing,SMB,security,qualification,17696.52,166,47,4,True,0.134,False,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00416,2025-02-20 22:26:00,[REDACTED_EMAIL],Northeast,manufacturing,SMB,security,qualification,32932.12,82,26,2,True,0.155,True,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01358,2025-11-04 14:06:00,[REDACTED_EMAIL],West,healthcare,SMB,analytics,proposal,89817.01,138,94,5,False,0.246,True,Executive sponsor is engaged and the buying team confirmed a clear business need. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02817,2025-05-12 01:41:00,[REDACTED_EMAIL],West,retail,SMB,security,negotiation,32250.02,169,21,3,True,0.061,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01872,2025-05-07 01:18:00,[REDACTED_EMAIL],South,technology,SMB,analytics,negotiation,41624.06,128,36,8,False,0.174,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00706,2025-09-26 21:37:00,[REDACTED_EMAIL],West,manufacturing,SMB,security,proposal,14788.05,75,40,9,True,0.046,True,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: [REDACTED_EMAIL].,won,14503.87,Successful technical evaluation with approved budget.
OPP-00200,2025-09-26 02:44:00,[REDACTED_EMAIL],South,manufacturing,SMB,data_platform,proposal,11734.71,111,55,8,True,0.208,True,Engagement has slowed and the proposal has not received internal sponsorship.,won,11705.48,Good product fit and timely stakeholder engagement.
OPP-00284,2026-02-09 12:51:00,[REDACTED_EMAIL],South,retail,SMB,data_platform,qualification,42602.51,116,87,5,False,0.066,False,Stakeholders are interested but the business case is still being refined. Primary contact: [REDACTED_EMAIL].,won,41363.63,Good product fit and timely stakeholder engagement.
OPP-00232,2025-05-26 05:02:00,[REDACTED_EMAIL],Midwest,retail,SMB,analytics,discovery,36077.77,70,75,10,True,0.208,True,The opportunity remains active but timing depends on the next planning cycle.,won,33672.69,Successful technical evaluation with approved budget.
OPP-02951,2025-05-18 18:11:00,[REDACTED_EMAIL],South,manufacturing,Mid-Market,automation,proposal,14644.62,58,60,0,False,0.035,True,Discovery is ongoing and the team requested additional product information.,won,14384.56,Successful technical evaluation with approved budget.
OPP-01174,2025-04-27 10:39:00,[REDACTED_EMAIL],South,manufacturing,Enterprise,security,discovery,59685.22,46,65,7,True,0.241,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00097,2026-02-03 02:48:00,[REDACTED_EMAIL],West,financial_services,SMB,security,negotiation,38254.63,40,81,3,False,0.279,True,Decision makers attended the latest meeting and asked for a final proposal.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02288,2025-09-10 02:43:00,[REDACTED_EMAIL],Midwest,retail,Mid-Market,analytics,qualification,115885.14,123,49,9,True,0.243,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02575,2025-08-26 23:31:00,[REDACTED_EMAIL],Midwest,manufacturing,Mid-Market,automation,discovery,15891.2,79,69,4,True,0.077,True,Customer is still comparing alternatives and gathering internal feedback.,won,15292.45,Strong executive sponsorship and clear ROI case.
OPP-01394,2025-04-20 00:19:00,[REDACTED_EMAIL],South,technology,Enterprise,data_platform,proposal,27143.95,70,80,8,True,0.176,True,Stakeholders are interested but the business case is still being refined.,won,26107.04,Successful technical evaluation with approved budget.
OPP-01506,2025-04-19 09:47:00,[REDACTED_EMAIL],Midwest,healthcare,SMB,automation,qualification,23541.23,23,23,7,False,0.277,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01085,2025-02-03 13:10:00,[REDACTED_EMAIL],Northeast,financial_services,Mid-Market,analytics,negotiation,58691.16,30,32,3,False,0.214,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01426,2025-10-13 05:45:00,[REDACTED_EMAIL],South,healthcare,Enterprise,analytics,proposal,40700.39,36,85,1,False,0.105,True,Technical evaluation is progressing well and the customer requested implementation details.,won,38081.0,Good product fit and timely stakeholder engagement.
OPP-02869,2025-12-19 14:51:00,[REDACTED_EMAIL],West,healthcare,SMB,data_platform,qualification,18492.76,49,64,9,False,0.176,False,Discovery is ongoing and the team requested additional product information.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02593,2025-08-01 05:45:00,[REDACTED_EMAIL],West,financial_services,Mid-Market,security,qualification,42959.61,179,56,4,True,0.244,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01411,2025-05-03 09:47:00,[REDACTED_EMAIL],Northeast,manufacturing,Mid-Market,data_platform,discovery,57109.54,97,79,1,False,0.113,True,Executive sponsor is engaged and the buying team confirmed a clear business need.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01382,2025-10-20 18:04:00,[REDACTED_EMAIL],Midwest,financial_services,SMB,data_platform,proposal,41669.9,18,90,1,True,0.144,True,Discovery is ongoing and the team requested additional product information.,won,39691.81,Strong executive sponsorship and clear ROI case.
OPP-00105,2025-09-21 18:38:00,[REDACTED_EMAIL],Northeast,healthcare,SMB,automation,qualification,16820.66,160,62,6,False,0.256,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01357,2025-01-16 11:55:00,[REDACTED_EMAIL],West,healthcare,SMB,security,discovery,46747.97,134,70,5,False,0.049,True,Discovery is ongoing and the team requested additional product information.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00613,2025-10-07 11:35:00,[REDACTED_EMAIL],Midwest,manufacturing,Mid-Market,security,qualification,17601.68,78,72,2,False,0.05,False,Discovery is ongoing and the team requested additional product information.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01317,2026-02-06 19:43:00,[REDACTED_EMAIL],South,retail,Mid-Market,data_platform,qualification,103623.18,30,29,2,True,0.099,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02864,2025-10-25 12:28:00,[REDACTED_EMAIL],Midwest,technology,Enterprise,automation,proposal,55333.55,124,63,7,False,0.128,True,The opportunity remains active but timing depends on the next planning cycle. Primary contact: [REDACTED_EMAIL].,won,52610.68,Successful technical evaluation with approved budget.
OPP-01757,2025-12-29 21:09:00,[REDACTED_EMAIL],South,healthcare,Mid-Market,data_platform,qualification,74602.1,161,23,5,True,0.163,True,Budget is uncertain and the main decision maker has not joined recent meetings. Primary contact: [REDACTED_EMAIL].,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01264,2025-11-10 15:48:00,[REDACTED_EMAIL],West,technology,Mid-Market,analytics,qualification,18699.44,100,94,3,False,0.136,False,Customer is still comparing alternatives and gathering internal feedback. Primary contact: [REDACTED_EMAIL].,won,18536.44,Good product fit and timely stakeholder engagement.
OPP-00227,2025-06-17 05:41:00,[REDACTED_EMAIL],South,healthcare,SMB,data_platform,qualification,76091.76,95,42,9,True,0.265,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00742,2025-05-30 22:50:00,[REDACTED_EMAIL],South,retail,Enterprise,security,qualification,42211.12,177,77,6,False,0.147,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02602,2025-09-01 08:39:00,[REDACTED_EMAIL],Northeast,retail,SMB,analytics,discovery,24077.19,69,83,3,True,0.15,False,Discovery is ongoing and the team requested additional product information.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02941,2025-02-12 03:25:00,[REDACTED_EMAIL],South,financial_services,Enterprise,automation,negotiation,28969.14,167,22,5,True,0.07,True,Engagement has slowed and the proposal has not received internal sponsorship. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00643,2026-02-21 07:08:00,[REDACTED_EMAIL],West,retail,Enterprise,security,qualification,39795.26,84,75,7,False,0.072,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00928,2025-05-14 15:46:00,[REDACTED_EMAIL],South,technology,Enterprise,automation,qualification,59732.09,20,16,2,False,0.213,False,The customer delayed the project and has not confirmed a decision timeline. Primary contact: [REDACTED_EMAIL].,won,60622.73,Strong executive sponsorship and clear ROI case.
OPP-01090,2025-01-19 19:53:00,[REDACTED_EMAIL],West,manufacturing,SMB,analytics,proposal,38942.73,105,90,10,True,0.016,True,The customer delayed the project and has not confirmed a decision timeline.,won,35853.13,Successful technical evaluation with approved budget.
OPP-01287,2025-01-06 00:53:00,[REDACTED_EMAIL],South,healthcare,SMB,security,proposal,40618.0,16,23,10,True,0.228,True,A strong competitor is already deployed and switching costs are a concern. Primary contact: [REDACTED_EMAIL].,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01603,2026-01-12 04:54:00,[REDACTED_EMAIL],Northeast,healthcare,Enterprise,data_platform,qualification,37345.95,31,89,8,True,0.212,False,Stakeholders are interested but the business case is still being refined. Primary contact: [REDACTED_EMAIL].,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00465,2025-04-04 03:04:00,[REDACTED_EMAIL],Northeast,healthcare,Enterprise,automation,qualification,20990.68,112,57,0,True,0.056,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02487,2025-07-18 21:51:00,[REDACTED_EMAIL],South,technology,Enterprise,data_platform,qualification,25359.7,60,81,6,True,0.062,False,Stakeholders are interested but the business case is still being refined.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02523,2025-08-25 13:51:00,[REDACTED_EMAIL],Midwest,healthcare,SMB,data_platform,qualification,12343.38,9,80,4,False,0.245,True,Executive sponsor is engaged and the buying team confirmed a clear business need.,won,11957.32,Good product fit and timely stakeholder engagement.
OPP-01423,2025-03-10 15:26:00,[REDACTED_EMAIL],West,healthcare,Mid-Market,security,qualification,41151.56,32,84,3,False,0.106,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01809,2026-03-03 11:39:00,[REDACTED_EMAIL],West,manufacturing,SMB,automation,proposal,9491.73,159,79,8,True,0.117,True,A strong competitor is already deployed and switching costs are a concern. Primary contact: [REDACTED_EMAIL].,won,8960.84,Good product fit and timely stakeholder engagement.
OPP-01594,2025-11-25 17:28:00,[REDACTED_EMAIL],West,manufacturing,Mid-Market,data_platform,proposal,54533.0,118,41,6,False,0.065,True,Budget is uncertain and the main decision maker has not joined recent meetings.,won,55195.6,Successful technical evaluation with approved budget.
OPP-00908,2025-01-09 11:48:00,[REDACTED_EMAIL],Northeast,financial_services,SMB,analytics,qualification,41143.62,116,63,1,True,0.008,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00213,2025-02-04 03:33:00,[REDACTED_EMAIL],South,retail,SMB,automation,proposal,27422.1,61,77,3,True,0.103,True,The opportunity remains active but timing depends on the next planning cycle.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00013,2025-08-19 16:57:00,[REDACTED_EMAIL],West,manufacturing,Enterprise,automation,qualification,30128.88,22,91,1,False,0.066,True,Executive sponsor is engaged and the buying team confirmed a clear business need.,won,29591.83,Good product fit and timely stakeholder engagement.
OPP-02910,2026-01-06 20:59:00,[REDACTED_EMAIL],West,manufacturing,Mid-Market,security,discovery,9872.51,134,85,7,True,0.085,False,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00423,2025-07-02 03:49:00,[REDACTED_EMAIL],Midwest,financial_services,SMB,automation,qualification,9191.63,167,81,10,False,0.185,True,Executive sponsor is engaged and the buying team confirmed a clear business need.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02072,2026-02-28 00:45:00,[REDACTED_EMAIL],Northeast,healthcare,Mid-Market,automation,discovery,41089.4,42,23,7,True,0.072,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01672,2025-07-04 16:46:00,[REDACTED_EMAIL],West,manufacturing,SMB,data_platform,negotiation,44403.72,165,45,4,False,0.254,True,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02645,2026-02-23 15:54:00,[REDACTED_EMAIL],Midwest,technology,SMB,data_platform,negotiation,25965.76,97,18,5,False,0.234,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00730,2025-12-13 01:01:00,[REDACTED_EMAIL],Northeast,financial_services,SMB,data_platform,qualification,7030.79,154,82,0,True,0.227,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00651,2026-01-30 11:11:00,[REDACTED_EMAIL],West,retail,Mid-Market,automation,negotiation,22984.1,88,16,10,True,0.087,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01289,2025-12-17 09:23:00,[REDACTED_EMAIL],Midwest,financial_services,Enterprise,data_platform,negotiation,20876.9,147,36,7,False,0.131,True,The customer delayed the project and has not confirmed a decision timeline. Primary contact: [REDACTED_EMAIL].,won,20798.87,Strong executive sponsorship and clear ROI case.
OPP-01608,2025-07-21 10:32:00,[REDACTED_EMAIL],West,retail,Mid-Market,security,negotiation,25207.99,126,51,10,False,0.227,True,Stakeholders are interested but the business case is still being refined. Primary contact: [REDACTED_EMAIL].,won,24287.1,Successful technical evaluation with approved budget.
OPP-00510,2025-05-26 09:55:00,[REDACTED_EMAIL],West,manufacturing,Mid-Market,analytics,qualification,8750.86,44,42,5,True,0.061,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00598,2025-06-22 07:36:00,[REDACTED_EMAIL],South,manufacturing,Mid-Market,automation,proposal,14640.55,106,36,7,True,0.041,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01617,2025-01-23 01:43:00,[REDACTED_EMAIL],Northeast,financial_services,Mid-Market,security,negotiation,43946.21,60,42,1,False,0.006,True,Engagement has slowed and the proposal has not received internal sponsorship.,won,44198.09,Successful technical evaluation with approved budget.
OPP-02460,2025-04-03 12:35:00,[REDACTED_EMAIL],South,financial_services,SMB,analytics,discovery,20869.98,150,64,10,True,0.202,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00870,2025-01-23 12:42:00,[REDACTED_EMAIL],South,technology,SMB,data_platform,proposal,15717.39,137,20,8,True,0.027,True,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02649,2025-01-24 04:18:00,[REDACTED_EMAIL],South,financial_services,Mid-Market,automation,discovery,20244.15,98,68,5,True,0.252,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00519,2025-12-27 11:51:00,[REDACTED_EMAIL],South,manufacturing,Mid-Market,security,negotiation,12776.68,62,26,4,False,0.199,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02415,2025-03-29 22:11:00,[REDACTED_EMAIL],West,financial_services,SMB,security,qualification,14404.37,131,40,1,True,0.196,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00574,2025-07-31 15:23:00,[REDACTED_EMAIL],South,manufacturing,Mid-Market,analytics,proposal,33998.67,137,41,5,False,0.276,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02731,2025-06-07 08:58:00,[REDACTED_EMAIL],South,manufacturing,Enterprise,automation,discovery,39860.49,84,17,4,True,0.087,False,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01147,2025-04-21 12:42:00,[REDACTED_EMAIL],West,healthcare,SMB,security,qualification,35910.29,169,56,10,True,0.045,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-01963,2026-02-11 20:02:00,[REDACTED_EMAIL],West,manufacturing,Mid-Market,automation,negotiation,27717.33,20,56,3,False,0.209,True,Stakeholders are interested but the business case is still being refined.,won,26901.19,Successful technical evaluation with approved budget.
OPP-01475,2025-07-22 18:02:00,[REDACTED_EMAIL],West,financial_services,SMB,analytics,discovery,43681.6,61,100,0,True,0.162,False,Discovery is ongoing and the team requested additional product information.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01433,2025-09-06 13:44:00,[REDACTED_EMAIL],West,retail,SMB,security,negotiation,46586.6,16,90,4,False,0.275,True,Executive sponsor is engaged and the buying team confirmed a clear business need.,won,42959.77,Successful technical evaluation with approved budget.
OPP-02761,2026-01-30 20:30:00,[REDACTED_EMAIL],Midwest,retail,SMB,data_platform,proposal,85702.75,180,20,0,True,0.244,True,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01746,2025-08-05 19:36:00,[REDACTED_EMAIL],South,technology,SMB,data_platform,negotiation,9440.84,134,97,4,False,0.122,True,Decision makers attended the latest meeting and asked for a final proposal.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-00221,2025-09-04 18:37:00,[REDACTED_EMAIL],West,financial_services,SMB,security,qualification,32450.24,83,88,5,False,0.111,True,Technical evaluation is progressing well and the customer requested implementation details. Primary contact: [REDACTED_EMAIL].,won,31284.03,Good product fit and timely stakeholder engagement.
OPP-02914,2025-11-10 04:26:00,[REDACTED_EMAIL],South,manufacturing,Mid-Market,automation,qualification,8695.11,171,34,5,False,0.143,False,A strong competitor is already deployed and switching costs are a concern.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-00359,2026-02-09 23:07:00,[REDACTED_EMAIL],West,financial_services,SMB,data_platform,qualification,139294.07,115,51,4,False,0.213,True,Stakeholders are interested but the business case is still being refined.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01211,2025-08-07 16:58:00,[REDACTED_EMAIL],Northeast,healthcare,Mid-Market,data_platform,proposal,18415.77,100,23,8,True,0.207,True,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01799,2025-03-19 23:18:00,[REDACTED_EMAIL],Midwest,financial_services,SMB,automation,proposal,12505.36,16,48,6,True,0.136,True,Discovery is ongoing and the team requested additional product information.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01622,2025-08-14 17:38:00,[REDACTED_EMAIL],Midwest,manufacturing,Mid-Market,automation,proposal,9059.59,82,85,8,True,0.202,True,Stakeholders are interested but the business case is still being refined. Primary contact: [REDACTED_EMAIL].,won,8488.54,Good product fit and timely stakeholder engagement.
OPP-00260,2026-01-01 08:00:00,[REDACTED_EMAIL],West,manufacturing,Mid-Market,automation,qualification,36890.54,140,54,5,False,0.208,True,The opportunity remains active but timing depends on the next planning cycle.,won,37981.0,Strong executive sponsorship and clear ROI case.
OPP-02777,2026-02-10 20:46:00,[REDACTED_EMAIL],Midwest,financial_services,SMB,automation,negotiation,67198.33,46,72,7,False,0.059,True,Technical evaluation is progressing well and the customer requested implementation details. Primary contact: [REDACTED_EMAIL].,won,62406.39,Good product fit and timely stakeholder engagement.
OPP-01512,2025-12-10 11:36:00,[REDACTED_EMAIL],Northeast,retail,Mid-Market,automation,negotiation,48237.0,33,68,6,True,0.118,True,Stakeholders are interested but the business case is still being refined.,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02399,2025-07-02 18:33:00,[REDACTED_EMAIL],West,retail,Mid-Market,security,qualification,24882.82,164,72,8,False,0.198,True,Technical evaluation is progressing well and the customer requested implementation details.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02322,2025-07-25 11:36:00,[REDACTED_EMAIL],Northeast,manufacturing,Mid-Market,analytics,proposal,9324.06,61,87,10,False,0.248,True,Technical evaluation is progressing well and the customer requested implementation details.,won,9111.24,Successful technical evaluation with approved budget.
OPP-00991,2025-12-27 01:07:00,[REDACTED_EMAIL],West,manufacturing,SMB,analytics,discovery,21808.71,166,43,9,True,0.029,False,The customer delayed the project and has not confirmed a decision timeline.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02414,2025-03-31 14:29:00,[REDACTED_EMAIL],South,healthcare,Enterprise,automation,discovery,8623.44,31,29,5,True,0.128,False,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-01074,2025-06-25 14:34:00,[REDACTED_EMAIL],West,technology,Enterprise,automation,qualification,36427.34,156,94,9,False,0.014,True,Executive sponsor is engaged and the buying team confirmed a clear business need. Primary contact: [REDACTED_EMAIL].,won,36772.02,Successful technical evaluation with approved budget.
OPP-01495,2025-04-07 16:27:00,[REDACTED_EMAIL],South,healthcare,Mid-Market,security,discovery,11983.45,157,72,0,True,0.083,False,A strong competitor is already deployed and switching costs are a concern.,won,11355.03,Strong executive sponsorship and clear ROI case.
OPP-00784,2026-01-21 23:17:00,[REDACTED_EMAIL],Midwest,retail,SMB,analytics,discovery,138996.02,139,52,3,True,0.247,True,Engagement has slowed and the proposal has not received internal sponsorship.,lost,0.0,Competitor preference and switching costs reduced win likelihood.
OPP-02722,2026-01-10 01:57:00,[REDACTED_EMAIL],West,manufacturing,Enterprise,security,qualification,42291.47,93,73,6,True,0.008,False,Discovery is ongoing and the team requested additional product information. Primary contact: [REDACTED_EMAIL].,lost,0.0,Insufficient stakeholder engagement and unclear business case.
OPP-02331,2025-03-01 05:25:00,[REDACTED_EMAIL],West,technology,SMB,analytics,negotiation,59501.01,114,74,9,True,0.184,True,Budget is uncertain and the main decision maker has not joined recent meetings.,won,60776.42,Successful technical evaluation with approved budget.
OPP-00457,2025-08-20 21:23:00,[REDACTED_EMAIL],Midwest,financial_services,Enterprise,automation,discovery,41662.94,139,54,9,False,0.137,False,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-00463,2025-10-27 09:50:00,[REDACTED_EMAIL],Northeast,retail,Enterprise,security,qualification,9418.81,81,60,1,True,0.249,True,Customer is still comparing alternatives and gathering internal feedback.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-02230,2025-03-23 22:56:00,[REDACTED_EMAIL],West,healthcare,Mid-Market,analytics,qualification,7430.94,158,17,2,True,0.001,False,Budget is uncertain and the main decision maker has not joined recent meetings.,lost,0.0,Budget or timing constraints prevented the purchase.
OPP-01597,2025-08-12 04:18:00,[REDACTED_EMAIL],West,manufacturing,SMB,automation,negotiation,25727.77,95,70,2,True,0.047,True,Customer is still comparing alternatives and gathering internal feedback.,won,24248.84,Successful technical evaluation with approved budget.
